2226, urgente crear  franja  protección    laguna   forma   zona deje   ocupada  fincas  agricultura intensiva     cantidades  abonos nitrogenados  fosfatados   contaminando  mar menor        ,8,accio climatica alimentacio i agenda rural
2250, mar menor   contaminado  maltratado  décadas  consecuencia   peor alianza   gobiernos  pp   región  murcia   agronegocio   especulación urbanística   entrevista     coordinador        ,8,accio climatica alimentacio i agenda rural
2270,reducir   mitad  actual huella ambiental    beneficioso   planeta    generaría  creación  39 millones  empleos anuales       medio ambiente            ,8,accio climatica alimentacio i agenda rural
2280, mañana     gola  marchamalo   manga    minutos  recogido decenas  peces muertos    lópez miras   trilero apuntando  drenaje   golas  distraer   abordar  origen  problema   vertidos  agronegocio    sosmarmenor  ,8,accio climatica alimentacio i agenda rural
2288, orillas   gola   marchamalo  convertida   cementerio  peces muertos  exigido  reactivación inmediata        diputados   asamblea   seguir  vacaciones   mar menor  muere    sosmarmenor   ,8,accio climatica alimentacio i agenda rural
2300, días   muerte  seres vivos   mar menor   domingo  continuado  llegada  peces muertos   playas   vídeo       testimonio   dramática situación  atraviesa   sosmarmenor  marmenorparqueregional  ,8,accio climatica alimentacio i agenda rural
2301,    ecocidio  mar menor salta  informativos internacionales       podéis    diputado   entrevistado    episodio  mortandad  peces      sosmarmenor  marmenorparqueregional    ,8,accio climatica alimentacio i agenda rural
2309, ayuntamiento  cartagena     prisa  borrar  mensaje  socorro  sosmarmenor     vea   retransmisión   vuelta ciclista  vueltartve21a    dejar morir  mar menor  manos  incompetentes   hagamos  marmenorparqueregional    ,8,accio climatica alimentacio i agenda rural
2313,   clamor popular  sosmarmenor      verá   país   lavuelta21 llegue   manga    necesitamos actuaciones urgentes   creación   marmenorparqueregional  salvar   laguna  nitratos  pelotazos urbanísticos        ,8,accio climatica alimentacio i agenda rural
2315, crear   marmenorparqueregional  depende   voluntad   partidos          conflicto  competencias  administraciones  proteger  mar menor   pararíamos  inmediato  vertidos  nitratos   sisepuede    ,8,accio climatica alimentacio i agenda rural
2317, quieres     parque regional  mar menor      enseñamos    marmenorparqueregional  ,8,accio climatica alimentacio i agenda rural
2319,   viendo  días   mar menor   ecocidio     colapso   ecosistema único   vertidos   agroindustria   presión urbanística      desastre    actuamos    llevaremos  congreso  creación   marmenorparqueregional,8,accio climatica alimentacio i agenda rural
2320, destrucción ecosistémica  mar menor  culpables   pelotazos urbanísticos   agronegocio contaminante   gobiernos  pp   compran          salvar  mar menor     vida   vecin    marmenorparqueregional  ,8,accio climatica alimentacio i agenda rural
2323, mar menor   vuelto inhabitable   incompetencia   dejadez  gobierno regional  pp  basta   pelotazos urbanísticos    actuar   salvarlo      proponemos  marmenorparqueregional       info   propuesta       ,8,accio climatica alimentacio i agenda rural
2324,   crear  parque regional  mar menor  abrimos hilo    1 6  2 meses llevamos     ley   creación  parque regional  mar menor    declarara   marmenorparqueregional podríamos iniciar  rumbo   recuperación  inmediato   ,8,accio climatica alimentacio i agenda rural
2325,salvar  mar menor       manos      proponemos  marmenorparqueregional  proteger  laguna salada  crear  espacio libre  nitratos   pelotazos inmobilarios   elegimos futuro  elegimos vida   comarca   ,8,accio climatica alimentacio i agenda rural
2330, semana  vuelto   miles  peces muertos   falta  oxígeno   laguna  mar menor    actuar       destrucción   biosfera   salvar  mar menor  proponemos  marmenorparqueregional   ,8,accio climatica alimentacio i agenda rural
2338, siguen llegando imágenes  ecocidio    produciendo   mar menor       grabadas   manga    cuánto    sociedad   imágenes      cuánto  piensa seguir escondido  presidente lópez miras     sosmarmenor  ,8,accio climatica alimentacio i agenda rural
2343,  mar menor       fondo   toneladas  nitratos  mentiras  pasen  sumérjanse  vean    ,8,accio climatica alimentacio i agenda rural
2345,   acabar   regadíos ilegales  contaminan  laguna  niegan  problema  miran       culpan   ola  calor    gobierno central    gobierno  murcia   negligencia   matando  mar menor     somarmenor   ,8,accio climatica alimentacio i agenda rural
2357,   pedimos  comparecencia urgente  lópez miras   antonio luengo   mar menor  1    desaparecido   lópez miras  desaparecido   mar menor agoniza   mínimo       cara   gente        ,8,accio climatica alimentacio i agenda rural
2378, conflicto  competencias  abrimos hilo   1 7   mar menor  viendo   distintas administraciones  echan  culpa escudándose   conflicto  competencias   mar menor   unidas    solución  crear   parqueregional  mar menor    ,8,accio climatica alimentacio i agenda rural
2382, días  salido   luz  iberdrola vacía embalses extremeños  provocando desabastecimiento  agua   pueblos   beneficiarse     subasta   electricidad   inadmisible  denunciamos  abuso   comisión europea     ,8,accio climatica alimentacio i agenda rural
2385,miles  peces muertos cubren  mar menor   inacción  pp   vergüenza    ,8,accio climatica alimentacio i agenda rural
2397, mar menor agoniza   gobierno regional  rebeldía  plagado  tránsfugas defiende    multinacionales agroindustriales    sacrifican  supervivencia    comarca     laguna salada  europa  favorecer   envenenan  patrimonio común   ,8,accio climatica alimentacio i agenda rural
2430,iberdrola seca  embalses  robarnos   factura   luz      ,8,accio climatica alimentacio i agenda rural
2461, país necesita   reflexión profunda   modelo energético        transición ecológica   agotamiento     energías  origen fósil arrojan  oportunidades   enormes retos ,8,accio climatica alimentacio i agenda rural
2497, descuidan  frágil mar menor      ,8,accio climatica alimentacio i agenda rural
2590, governem  anys  apostem   renovables  renovablessí  planificant    coherent   ,8,accio climatica alimentacio i agenda rural
2632,augment previst  17 milions  passatgers significaria  augment  33    emissions  diòxid  carboni      situació      reduir  any  emissions  co2  7 5   nivell global   onu      ,8,accio climatica alimentacio i agenda rural
2638, debò   parlar  plena crisi climàtica    context mediterrani   jocs olímpics hivern   ,8,accio climatica alimentacio i agenda rural
2641,augment previst  17 milions  passatgers significaria  augment  33    emissions  diòxid  carboni      situació      reduir  any  emissions  co2  7 5   nivell global   onu       ,8,accio climatica alimentacio i agenda rural
2649,  transició energètica  pot servir  seguir alimentant monstres  ampliació  aeroport   parlar  plena crisi climàtica    context mediterrani   jocs olímpics hivern   barbaritats           ,8,accio climatica alimentacio i agenda rural
2664, passat juliol   112 vots  favor  20     aprovar  moció     impulsar  energètica pública    evident   urgent       millor    posi  caminar    ,8,accio climatica alimentacio i agenda rural
2674,prevenir  incendis   lluitar   clara  emergència climàtica reduint  emissions   passa   ampliar aeroport   rescatar  fórmula 1       reflexió profunda  govern   ,8,accio climatica alimentacio i agenda rural
2691,      màxim històric   preu   llum   important  creació  empresa energètica pública    disposi  comercialitzadora   donar  cobertura   servei democratitzat    interessos econòmics   ,8,accio climatica alimentacio i agenda rural
2692,carai   transformació social  verda  feminista  democràtica     jocs olímpics hivern  ampliació  aeroport  prat    rescat   fòrmula 1  existeixen irregularitats   gestió  circuits  catalunya   ,8,accio climatica alimentacio i agenda rural
2697, plataforma  ampliació  aeroport  palma  juntament   plataforma  bonet pulmó verd  manifesten   suport   mobilitzacions  ampliació  aeroport  prat     ,8,accio climatica alimentacio i agenda rural
2711,  suposa ampliació  aeroport  prat  despropòsit ambiental  model econòmic precari      3a pista   menysavionsmésvida  noampliacioaeroportelprat  19s   1 2  ,8,accio climatica alimentacio i agenda rural
2747,  rebutgem acord     generalitat  ampliació  aeroport  prat    atemptat ecològic  climàtic   respecta  territori   incompatible   reducció emissions  segueix aprofundint   model insostenible  precari   ,8,accio climatica alimentacio i agenda rural
2749,    pensa  portaveu      eulàlia reguant       ampliació  aeroport         ampliació      canvi  model   debat     model industrial  productiu  volem   país  ,8,accio climatica alimentacio i agenda rural
2791, juliol  2019     aprovar  proposta      iniciar  2020  tràmits  redacció   especial  protecció  medi natural   paisatge  parc natural  alt pirineu        fer   ,8,accio climatica alimentacio i agenda rural
3186,   peligro  futuro  planeta    peligro  libertad ,8,accio climatica alimentacio i agenda rural
3289,visito  juangil   jumilla  plena vendimia  agradecer  esfuerzo  sector vitivinícola   pandemia  mantener 200 000 empleos    marcaespaña      bajar impuestos   flexibilidad laboral  bajar  factura   luz sacando  costes  energéticos  ,8,accio climatica alimentacio i agenda rural
3302, apoyo  solidaridad   vecinos  azuébar  navalacruz  municipios colindantes     desalojar  hogares   terribles incendios     agradecimiento   efectivos  castilla  león   comunidad valenciana    descanso   extinción  ,8,accio climatica alimentacio i agenda rural
3447,       alcalde  san javier  pide medidas urgentes    cinturón verde   ministra ribera  parará  5 000 kg  nutrientes diarios  entran   mar menor    ,8,accio climatica alimentacio i agenda rural
3449, dónde   izquierda indignada      vacaciones   vergüenza  ,8,accio climatica alimentacio i agenda rural
3450,  mar menor    cc aa    tardado nueve días   acto  presencia  miembro  gobierno  españa  seguro    declarado zona catastrófica            ,8,accio climatica alimentacio i agenda rural
3452,  viviendo  crisis medioambiental    mar menor      afrontar  solucionar   perspectiva              ,8,accio climatica alimentacio i agenda rural
3500, entendemos   gobierno  declare zona catastrófica  mar menor    justo     españa multinivel     gobierno  lópez miras  pedido  gobierno  deje  discusiones  buscar soluciones  frenar   llegada  agua contaminada       ,8,accio climatica alimentacio i agenda rural
3516,     explica  solución  partido popular   mar menor  pide  gobierno  españa  actúe    ,8,accio climatica alimentacio i agenda rural
3531, vecinos  mar menor  agradecido  presidente  pp  interés  solucionar  grave problema     entorno    vecinos coinciden   pablo casado   presidente   infraestructura  evitar vertidos    marcha   ,8,accio climatica alimentacio i agenda rural
3538,     solicita  gobierno  ponga  marcha  plan vertidos cero  aprobado  2018   gobierno  españa   competencia    deje  verter  mar menor         transferir  competencias  gobierno   región  murcia   ,8,accio climatica alimentacio i agenda rural
3555,  solicitar  presidente  gobierno      cmin declaren  mar menor  zona gravemente afectada  emergencia  protección civil   confío   voluntad  colaboración  ayuda  gobierno  españa  espero  receptividad   catástrofe natural ,8,accio climatica alimentacio i agenda rural
3564,       gobierno  sánchez     marmenor      ayudas   autónomos   subida   luz  mirar      aceptar  propuestas     ,8,accio climatica alimentacio i agenda rural
3566, gobierno  sánchez    mar menor      ayudas   autónomos   subida   luz  mirar      aceptar  propuestas  pp   cuenca   responsabilidad   actúan     echen     dejen   gobierno   región   ,8,accio climatica alimentacio i agenda rural
3623, granja  sufre  sabotaje    organizaciones animalistas    consejera   piensa salir  defender   ganaderos     investigarlo  señor     animalismo     gusten  animales         vivir   ,8,accio climatica alimentacio i agenda rural
3676,   cabo  creus vuelve  arder   vecinos  ampurdán  enfrentamos     llamas     portbou  48 hectáreas quemadas     apoyo   vecinos afectados  agradecimiento  cuerpo  bomberos  lucha  descanso   ,8,accio climatica alimentacio i agenda rural
3743, agentes rurales  esenciales   conservación  medio ambiente        registrado  propuesta  resolución  incrementar  25   actual plantilla  cuerpo  agentes rurales  cataluña     conservación   ideología   ,8,accio climatica alimentacio i agenda rural
3822,botín  gates  almeida   pp           prohibir  coche   ciudades  restringir  aire acondicionado  reducir  consumo  carne  limitar  vuelos  avión    privilegiados       juntos    desfavorecidos ,8,accio climatica alimentacio i agenda rural
3937, vox    permitir   criminalice   agricultura murciana  exculpar   gobiernos  pp  psoe  lamentable    saneamientos     compatibilizar  usos turísticos  agrarios  mar menor   conservación  ecosistema    sosmarmenor  ,8,accio climatica alimentacio i agenda rural
3945, políticos  ppsoe  esconden   calamitosa gestión   mar menor  vuelven  criminalizar   agricultura     lamentable   saneamientos    propuestas        solución definitiva   mar menor       murcia  ,8,accio climatica alimentacio i agenda rural
4024, aliados  gobierno insultan  rey   españa    gobierno colabora    insulto  convierta  afrenta      sorprender  miembros   gobierno  afirmado  asaltarían  zarzuela  asesinar   familia real     ,8,accio climatica alimentacio i agenda rural
4121,   seguiremos combatiendo  falso ecologismo impuesto   dictadura progre  únicamente busca reducir  libertades   ciudadanos  arruinar  pueblo   defenderemos     iniciativas  proteger  medio ambiente  sentido común   ,8,accio climatica alimentacio i agenda rural
4132,   pp   quedan  propuestas      regenerar  mar menor          soloquedavox  ,8,accio climatica alimentacio i agenda rural
4195,  sociópatas  pretenden   sociedad viva atemorizada constantemente  imponer  políticas ideológicas    comas carne   viajes  avión    hijos   uses aire acondicionado      cargarás  humanidad    iros  esparragar   ,8,accio climatica alimentacio i agenda rural
0, devastador incendi   conca  barberà  anoia  requerit 4 setmanes  treball conjunt  cossos  seguretat  emergències  municipis  voluntariat  pagesos    agraït   tasca lloable  incendi s  extingit    permetrem   zona caigui  oblit   ,5,accio exterior i govern obert
1,   absoluta condemna  odi   violència  tenen cabuda  democràcia   unitat  fermesa   amenaces   diferències s entomen  diàleg  respecte     suport  alcalde    ,5,accio exterior i govern obert
33,iceta impulsará  transposición   norma europea  derechos  autor   diario   efe   vía  ,5,accio exterior i govern obert
78, gobierno         trabajando    crisis  afganistán    crisis  haití    ofreciendo   ayuda humanitaria  colaboración internacional necesaria               laespañaquehacemos   ,5,accio exterior i govern obert
222,  europa     respondido   retos   crisis   demostrado   actuar   coordinada defendiendo  intereses  450 millones  habitantes   europa   reafirmado    proyecto          foropsoeex  juntosmásfuertes      ,5,accio exterior i govern obert
415,españa  apoyando  haití    terremoto  colaboramos         terreno  mejorar  acceso  agua potable     enviado 10 toneladas  material médico   cooperación internacional  clave    pueblo haitiano  recupere ,5,accio exterior i govern obert
420,     ministra      ministro      seguido  desarrollo  dispositivo  llegada   avión  repatriación a400  kabul   trabajando    operación  evacuación  afganistán  desarrolle   máxima seguridad   ,5,accio exterior i govern obert
501, jefe  ejecutivo      asistido    toma  posesión   altos cargos   presidencia  gobierno   palacio   moncloa        ,5,accio exterior i govern obert
880,increment   exportacions catalanes    semestre   superior    mitjana estatal     zona euro   xifra exportacions  gener  juny  2021 representa  25 9       exportacions   espanyol,5,accio exterior i govern obert
946,    president    mantingut  reunió  treball   junta directiva   taula   sector  encapçalada    presidenta  francina alsina  ,5,accio exterior i govern obert
1168,anant    estrasburg    tren   parlament europeu    trobarem           ganes  veure   abraçar      ple   persones eurodiputades  fent  tasca   ,5,accio exterior i govern obert
1271,europa 3    democracia plena 0   ,5,accio exterior i govern obert
1280,encoratjo   parlamentaris  vulguin   s afegeixin   crida  exigeixin  caps     unió europea    units     màxima urgència  duguin  terme  operació  rescat   diputades afganeses    famílies ,5,accio exterior i govern obert
1432,   conseller  salut  josep maria argimon   tarda  saludat  agraït  professionals  centre  salut  cardona    enorme tasca   ,5,accio exterior i govern obert
1474,  dona  diputada m afegeixo   crida      lauraborras exigint  caps    unió europea    units  rescat   diputades afganeses    famílies   ,5,accio exterior i govern obert
1475,  diputat m afegeixo   crida     lauraborras exigint  caps    unió europea    units  rescat   diputades afganeses    famílies   ,5,accio exterior i govern obert
1476, presidenta   parlament     demana  protecció   diputades afganeses   carta enviada   presidenta   comissió europea  ,5,accio exterior i govern obert
1486,  carta  laura borràs demana  ursula von der leyen  exigeixi  caps   països   ue    units  llancin  operació  rescat   diputades afganeses    famílies  ,5,accio exterior i govern obert
1495, gràcies mhp    prendre  iniciativa      suport  ajudar    calgui  ,5,accio exterior i govern obert
1496,gràcies  mhp    compteu    suport     disposició  ajudar  diputades afganeses    famílies   ,5,accio exterior i govern obert
1502, presidenta   parlament     demana  protecció   diputades afganeses   presidenta     commission      ,5,accio exterior i govern obert
1575,recuperem  conferència  jordi casassas           cat  institucions  catalunya     vídeos imprescidibles   setmana     ,5,accio exterior i govern obert
1596,  5è  aniversari  traspàs  jordi carbonell recordem   tossuda resistència   tortura  dependències policials espanyoles  negar   contestar  castellà   torturadors   ,5,accio exterior i govern obert
1597,  catàstrofe afganistan   sorprenen  rodes  premsa victorioses  tweets triomfants  discursos pomposos   autofelicitació general  part  governants occidentals    país enfonsat    discurs   bons    evacuar  grapat  col laboradors,5,accio exterior i govern obert
1684, cerveseria nord catalana  ona  argelers   marenda    guanyadora  concurs mundial  cerveses    nota  100  100   cervesa wood aged imperial stout obté estatut  revelació mundial 2021  millor cervesa mundial   ,5,accio exterior i govern obert
1761,wolfgang schomburg    espanya   passar  alt    jutges independents  alemanya   ,5,accio exterior i govern obert
2046, vegades    paraules  mostrar  dolor   ràbia    condemna   cara  atroç  masclisme         19h   mobilitzem   plaza sant jaume   n      ,5,accio exterior i govern obert
2469,  hechos   conocíamos   sumado     año  revelaciones   cuentas ocultas  paraísos fiscales  fortunas  dudoso origen  posibles vínculos   tráfico  armas    escándalo  escándalo  corrupción  impunidad ,5,accio exterior i govern obert
2882, internacional    delegació catalana   colòmbia troba  règim autoritari encobert  democràcia   parlamentàries  institucions  organitzacions exigiran mesures  embargament   venda armes      ,5,accio exterior i govern obert
2894,  delegaciocatalunyacolombia  iniciat   activitat  cali  conèixer  context regional   marc   paronacional   mà organitzacions   ddhh  componen  missió  verificació  acompanyament  punts  concentració  cali  ,5,accio exterior i govern obert
3048,europa entera  facha  represora  demofóbica      ,5,accio exterior i govern obert
3502, españoles  derecho     mano  postura  españa  afganistán       países europeos   envergadura  tema  merece    olvidar  españa  desplegado   tropas        ,5,accio exterior i govern obert
3586,europa   continuar extendiendo  derechos humanos      evitar  afganistán  convierta   plataforma  exportación  terroristas     prioridad actual   retorno   europeos    colaboradores afganos          ,5,accio exterior i govern obert
3610,sánchez  desaparecido     ridículo      punto  vista internacional       frente   cuestión    dóndeestásánchez        ,5,accio exterior i govern obert
3641, escombro     llamar periodista  compara  vox   invasión islámica   talibanes  afganistán        promueven  blanquean  islamización  cataluña   daño  causando    sociedad   colaborador  tv3      ,5,accio exterior i govern obert
2355, denunciamos        finalmente  gobierno abre expediente   eléctricas  vaciaron embalses   cuencas  duero  tajo  miño sil   ,14,autopromocio
2356, solidaridad  afganistán  interpela  obliga  buscar alternativas seguras   personas refugiadas      grupo     repatriación  contingente español   defendido  firme compromiso humanitario   implicación   ue   proceso   ,14,autopromocio
2358, charcos   tocan   mostraremos  rechazo   medida    consejo  gobierno    loscharcosnosetocan  ,14,autopromocio
2359, intolerable  lópez miras  desaparecido   mar menor agoniza     registrado      solicitud    presidente regional comparezca  forma urgente   sesión extraordinaria        laguna   ,14,autopromocio
2361, david pérez  quita  autobuses gratuitos  fiestas   concejala  ríe   cara  170 000 vecinos     pp   partido        importa  ciudad   táctica  estrangular  alcorcón   autonomía  difunden bulos  noticias falsas   ,14,autopromocio
2362,   comisión urgente  exteriores  parlamento europeo  afganistán     quedan excusas  toca asumir  responsabilidad  actuar aplicando  derechos  decimos defender   ,14,autopromocio
2363,galicia non pode deixar   á cidadanía afgá    ás mulleres  temos recursos  axudarlles  esiximos responsabilidade aos gobernos locais   feijóo     presentaremos mocións  concellos galegos    comprometan  acollelas        ,14,autopromocio
2364,  devastadoras consecuencias  incendio  navalacruz  urge declarar zona catastrófica   ayudas inmediatas   ganaderos     imprescindible recuperar  plan 42  prevención  incendios  mejorar  condiciones laborales   bomberos forestales ,14,autopromocio
2365,  comunidad  madrid llevamos   25 años viviendo  emergencia  emergencia    nefasta gestión  partido popular    necesitamos  alternativa   modelo  desarrollo sostenible  deje  privilegiar   lobbies  ponga  vida   centro   ,14,autopromocio
2366,     difícil diferenciar  pp  vox   sectarismo        democracia      costar  caro   vecinos   vecinas  calatayud   ,14,autopromocio
2367,debemos tejer  red local  solidaridad   personas  huyen   afganistan    colaboración  instituciones  ministerio  gobierno  navarra   ayuntamientos    ideal   respuesta real  efectiva   crisis humanitaria     ,14,autopromocio
2368, mujeres afganas llevan décadas viendo  derechos fundamentales vulnerados   violación  derechos humanos    ve duramente agravada   intervención militar  servido  evitarlo   explica    ,14,autopromocio
2369,     claro   graves consecuencias     andalucía  destrucción   sanidad pública    gobierno    moreno   debemos pelear       común   ,14,autopromocio
2370, política fiscal expansiva    incrementar      salarios       ocasiones    productividad empresarial   kaldor  kalecki reaparecen   páginas  financial times   ,14,autopromocio
2371,   dónde  lópez miras      presidente regional  esconde    región   corazón encogido    angustia  noticias   tragedia   marmenor   respuesta  gobierno regional     altura   ciudadanía   ,14,autopromocio
3755,   cataluna   aceptar  artículo   moción  ciudadanos pactada  socialistas  pp  relega  español  cataluña  apoya  estatut     catalán   preferente   administración  medios  escuela   siento   soloquedavox  ,14,autopromocio
3756,     vox      comporta  mafia separatista  rompemos  omertá   catalana     demonizan    vox    avalar  silencio   siciliana   ,14,autopromocio
3757,      gestión   pandemia        medida preventiva     llevamos semanas exigiendo testeos masivos   contratación  rastreadores      respuesta  separatismo  encerrarnos  casa   ,14,autopromocio
3758,      decisiones  gobierno   generalitat  relación   mossos     intentando  triquiñuelas  contentar   socios   cup   ,14,autopromocio
3759,       señor illa   botones  separatismo  madrid   psc   responsable   falta  libertad política    cataluña    ,14,autopromocio
3760,    analiza  actualidad política  onda cero   acudiremos   tribunales  sentar   banquillo     malversando  fondos públicos    catalanes      hilo    ,14,autopromocio
3761,     repaso magistral    macian   grandezas  españa    debemos   orgullosos  sentirnos catalanes   pertenecer    nación   españa   desechar     complejos  inferioridad    propaganda hispanófoba   separatistas   ,14,autopromocio
